Time,X,x_lorenz
0.0,1.0,1.0
0.1000100010001,1.0009563026699695,2.1333313050344036
0.2000200020002,1.0157892792415764,6.536742990783568
0.3000300030003,1.0911285051677997,16.710719042132975
0.4000400040004,1.3092221921267044,15.436446864460727
0.5000500050005,1.6340038049116714,1.2117464373393712
0.6000600060006,1.9113290368577986,-4.869523023035617
0.7000700070007,2.0682604620885,-7.03420603869441
0.8000800080008,2.104601398361726,-8.5480982167291
0.9000900090009001,2.0400936008391555,-9.600327993658237
1.000100010001,1.8933471671480204,-9.390752481429715
1.1001100110011,1.6803108503890796,-8.182756572221573
1.2001200120012,1.4116032121282638,-7.264552197906198
1.3001300130013,1.0839696339552738,-7.389416973271683
1.4001400140014,0.6765289667775366,-8.428182708225531
1.5001500150015001,0.15282350828682778,-9.590250666628377
1.6001600160016,-0.5224598821193769,-9.624555456822433
1.7001700170017,-1.3326904783957676,-8.462400616417012
1.8001800180018002,-2.1406525927169744,-7.329675828760862
1.9001900190019,-2.7519459626052596,-7.196506706599483
2.000200020002,-3.107470680399377,-8.10013256424386
2.1002100210021,-3.2939230760912386,-9.425534202862359
2.2002200220022,-3.4026039783715425,-9.821413295844618
2.3002300230023,-3.4789038900530778,-8.758246538597358
2.4002400240024,-3.534995151284718,-7.42015158424036
2.5002500250025,-3.5758052842129584,-7.036252926019709
2.6002600260026,-3.6093854579670364,-7.804228367736106
2.7002700270027002,-3.6448124671342272,-9.224846342244222
2.8002800280028,-3.6875107121809587,-9.964028723244661
2.9002900290029,-3.7343542937335825,-9.1030470547485
3.0003000300030003,-3.7761255331139023,-7.588873193918123
3.1003100310031,-3.8079588389803116,-6.90652949197962
3.2003200320032,-3.833790274911103,-7.490309889417129
3.3003300330033003,-3.8612676458759587,-8.926345034392979
3.4003400340034,-3.8960614389576995,-10.029377204234772
3.5003500350035,-3.936575955271832,-9.460159806513195
3.6003600360036003,-3.9738723430682246,-7.833118059136864
3.7003700370037,-4.00188068216548,-6.839613445741079
3.8003800380038,-4.0231948608914925,-7.176524406276325
3.9003900390039004,-4.045131515533034,-8.575982131615309
4.000400040004,-4.073910492111573,-9.986863099116084
4.1004100410041,-4.109563602354192,-9.814187446391031
4.2004200420042,-4.14398044680238,-8.16029740457776
4.3004300430043,-4.169777723381445,-6.845945589441051
4.4004400440044,-4.188098680980713,-6.885033565471208
4.5004500450045,-4.205779417289758,-8.166008755933822
4.6004600460046,-4.229515355097596,-9.824669361253495
4.7004700470047,-4.261009763180169,-10.140764188210085
4.8004800480048,-4.293414540738992,-8.584270899249818
4.9004900490049,-4.318129804324477,-6.9468784342707695
5.000500050005,-4.334593801760676,-6.624592456158924
5.1005100510051005,-4.348900305928874,-7.700101969838804
5.2005200520052,-4.368180414259004,-9.512288960934612
5.3005300530053,-4.3956958864613895,-10.387104318194284
5.4005400540054005,-4.4264163670717425,-9.090294237108559
5.5005500550055,-4.450847099231798,-7.162501009960071
5.6005600560056,-4.466298914752014,-6.430630065779005
5.7005700570057005,-4.478098289126067,-7.232324682669471
5.8005800580058,-4.493488281886549,-9.077534268768698
5.9005900590059,-4.51714520057547,-10.486079422940522
6.0006000600060005,-4.54614972647926,-9.651358304127562
6.1006100610061,-4.570781065638327,-7.516262882590461
6.2006200620062,-4.5860964642457995,-6.324773066008171
6.300630063006301,-4.5960453829635375,-6.757963877036248
6.4006400640064,-4.6079528505420235,-8.506046184454451
6.5006500650065,-4.627634530866507,-10.388013920906458
6.600660066006601,-4.654585448387547,-10.222159639536992
6.7006700670067,-4.679712174363162,-8.034780082644717
6.8006800680068,-4.695607379049509,-6.343589027469457
6.900690069006901,-4.704484684085045,-6.335725448195814
7.000700070007,-4.7134454551486815,-7.854841301911209
7.1007100710071,-4.729162636658802,-10.046463390258221
7.200720072007201,-4.7534976444556065,-10.70105986992596
7.3007300730073,-4.779041311678252,-8.722715353390324
7.4007400740074,-4.796219078773469,-6.5350976735341595
7.500750075007501,-4.804798765942271,-5.984552099117628
7.6007600760076,-4.811334515952141,-7.143492056839846
7.7007700770077,-4.823092368932587,-9.442271412568635
7.800780078007801,-4.844090809482625,-10.981831382002552
7.9007900790079,-4.86963878651782,-9.578437800371184
8.000800080008,-4.888766041995019,-6.961897873630589
8.1008100810081,-4.89796447988606,-5.762128140338715
8.2008200820082,-4.902763751328564,-6.429616017177259
8.3008300830083,-4.91075324916542,-8.590324978755739
8.4008400840084,-4.927629366191116,-10.888507170297649
8.5008500850085,-4.952177548150462,-10.503478042780571
8.6008600860086,-4.973592752425048,-7.692173712840807
8.7008700870087,-4.984497844405972,-5.743557561891767
8.8008800880088,-4.988431549490239,-5.782533432193695
8.9008900890089,-4.993070049383126,-7.568183885618346
9.000900090009,-5.005282489649851,-10.301056099999212
9.1009100910091,-5.027306222273069,-11.275990116193766
9.2009200920092,-5.050754336521467,-8.779254922290699
9.3009300930093,-5.064515155265582,-6.038817518474185
9.4009400940094,-5.068772561366068,-5.294945209293497
9.5009500950095,-5.070808232307067,-6.500381889009436
9.6009600960096,-5.078203097021133,-9.217185632791715
9.7009700970097,-5.095996312087427,-11.547355358164173
9.8009800980098,-5.120230742650337,-10.176848570518143
9.900990099009901,-5.137925520345319,-6.798619383639843
10.00100010001,-5.144033644607564,-5.063886496561363
10.1010101010101,-5.144514342066463,-5.494286751983283
