time,x,y,z,P_shifted
0.0,1.0,1.0,1.0,0.0
0.10000398422247898,0.8238355083531151,1.1119650745861043,0.6351436525539902,0.1996747619279955
0.20000796844495797,0.6864749959387421,1.210452726639215,0.40300959422378996,0.39735428079066887
0.30001195266743697,0.5779141369831048,1.2985729631565084,0.2584052819125795,0.5910632509191486
0.40001593688991594,0.49150134009443464,1.378667641347537,0.16974128443975167,0.7788660422137281
0.5000199211123949,0.4227891862580455,1.4525734432629467,0.11602322422475539,0.9588860418598458
0.6000239053348739,0.3686809906988237,1.5217888755534839,0.0837677556996293,1.1293244063159091
0.7000278895573528,0.32684658872758715,1.5875724498387773,0.0645254544272049,1.2884780361943826
0.8000318737798319,0.29534504608937917,1.6509947992982699,0.053097540390784806,1.434756594422771
0.9000358580023109,0.27239359623080545,1.7129615608936433,0.046329498620809,1.5666983976311157
1.0000398422247898,0.2562350525016662,1.7742186785748502,0.04232710732006836,1.6829850219718778
1.1000438264472687,0.2450696120290916,1.8353478976620532,0.03996117345275155,1.7824544774240587
1.2000478106697479,0.23702800990036696,1.8967575170819646,0.038561193931566484,1.8641128189377882
1.3000517948922268,0.23017094394008358,1.9586716662884838,0.03772896189431868,1.9271440783954243
1.4000557791147057,0.22250507553074012,2.0211202063376246,0.037226639063070416,1.9709184181443913
1.5000597633371848,0.21200940516094374,2.0839306067782313,0.03691027579068279,1.994998424627864
1.6000637475596637,0.19666802037328468,2.1467226703918474,0.036690706280947644,1.999143479224414
1.7000677317821427,0.17450656730888342,2.208906664903118,0.03651077055910957,1.983312162621159
1.8000717160046218,0.14363061680304065,2.269685209272757,0.036332204364662134,1.9476626686947933
1.9000757002271007,0.10226458815990136,2.328059111338535,0.03612822460436637,1.8925512237648183
2.0000796844495796,0.04879019013929479,2.3828372386680368,0.035879453949203624,1.818528527014519
2.1000836686720588,-0.01821647856469914,2.43265041094883,0.03557178593443839,1.7263342476486632
2.2000876528945374,-0.09994990795149648,2.4759692217490428,0.035195352787744015,1.6168896337748786
2.3000916371170166,-0.19734288772279052,2.5111256255048606,0.03474408448344149,1.4912883068642004
