time,x,y,P_t
0.0,1.0,0.0,0.0
0.6006125982154747,-0.8724008184224461,-9.729253903532591,-2.8257398357097814
1.2012251964309495,-2.215768980826774,0.00831255785928556,-4.662411730494362
1.8018377946464241,-2.1652351707062625,0.16413685637356773,-4.867142180652449
2.402450392861899,-2.0123932426526863,0.35154780729801194,-3.368271333571032
3.003062991077374,-1.7293050778701253,0.6127259279761001,-0.6904347584882593
3.6036755892928483,-1.1994154022220427,1.3384605146756563,2.229067750193543
4.204288187508324,1.5749571925297,8.158742649615842,4.3683504123180885
4.804900785723798,2.171024575218968,-0.12676123782776574,4.978619167922468
5.405513383939272,2.04188357516102,-0.3094615832204956,3.846267255077275
6.006125982154748,1.7880523708108436,-0.5537133813116835,1.367641604761078
6.606738580370222,1.3225939947367689,-1.1181409020981916,-1.5896879340282757
7.2073511785856965,-0.6507814367707805,-9.50426882281423,-3.990592392729705
7.807963776801172,-2.189697609853088,0.08826685133908724,-4.994706828073037
8.408576375016647,-2.085594897259352,0.26305781343873647,-4.250569607933367
9.00918897323212,-1.865086977202515,0.4839782595775062,-2.0186443966146683
9.609801571447596,-1.470605202892473,0.8967480152704859,0.9198493129218559
10.210414169663071,-0.36636525614763216,4.457546851673628,3.5363754237370326
10.811026767878545,2.1981066674843963,-0.034165114512280305,4.915096909432245
11.41163936609402,2.118444963623686,-0.22008127430203586,4.573431900555793
12.012251964309495,1.9273215641878674,-0.4259370176338536,2.630970267329265
12.612864562524969,1.583707977989364,-0.7600602325624224,-0.23238662828796014
13.213477160740444,0.81669311696786,-2.431909359974942,-3.0144023204804706
13.81408975895592,-2.190229990857345,-0.24877546891863986,-4.741314734672736
14.414702357171393,-2.146150839770478,0.17876153257005667,-4.808668079576189
15.015314955386868,-1.9826975796362634,0.3726672116384637,-3.19288720919535
15.615927553602344,-1.681776659530576,0.6570681154890365,-0.45952906594670756
16.216540151817817,-1.0884941513558353,1.6023010443810048,2.434674449280978
16.817152750033294,2.021272357432934,3.1967627646856376,4.476689927243424
17.417765348248768,2.1685524135524807,-0.1394644332125479,4.9517712311056155
