x_lorenz,y_lorenz,z_lorenz
1.0,1.0,1.0
2.1332008135700065,4.471630865333731,1.1139250537160532
6.543100461462824,13.732319271598792,4.180824519904901
16.686069021087107,27.183524856768713,26.211046717832815
15.363926902046895,1.1084268218529385,46.756125786790115
1.1962695849243692,-8.8671237710962,32.452803458956865
-4.833983129243617,-8.061239278495622,26.672417526738712
-7.049833644013522,-8.747853657025669,24.889946135223205
-8.635974951781701,-10.095967806414126,25.647321684344412
-9.692369874701457,-10.157410230924844,28.03119056317497
-9.378164673162692,-8.356191432805522,29.362332731352364
-8.07804431820676,-6.7698344504955115,28.182529553726503
-7.173208239697094,-6.783790439786138,25.975005010496606
-7.362440129375174,-8.100667207752078,24.55397513514384
-8.485554040070046,-9.850510860525425,25.08204894022344
-9.672780030752618,-10.431603724867522,27.519078319631028
-9.643364735681345,-8.807175796474983,29.441429719278318
-8.345288379617205,-6.872169336885801,28.66933009008787
-7.198623136349688,-6.5365449944933225,26.37427680445171
-7.146755470147574,-7.695854616094572,24.57251224178073
-8.174605069766127,-9.563463344732817,24.621693340207727
-9.541874603461283,-10.628527369167667,26.90810050842739
-9.87063128173575,-9.327287356385566,29.380533723327037
-8.66567807138965,-7.0812008472510595,29.157671830929075
-7.288274201878508,-6.332313011751607,26.862753676191065
-6.959882683723461,-7.274027450218821,24.701599227868027
-7.836000448429324,-9.181761629440782,24.228030148598897
-9.322938374297976,-10.703831792852172,26.203616680399286
-10.04155007207407,-9.887390455971877,29.136344822780433
-9.034923843367542,-7.418483820646,29.613195430940817
-7.455144838168816,-6.190750722819855,27.438579656517646
-6.816102306098725,-6.848686297374684,24.953445111581605
-7.48305692938731,-8.715471754346607,23.932094173621298
-9.015057884695782,-10.628235492914657,25.442751012850252
-10.125712224034666,-10.442480797110017,28.674952525535318
-9.437894538832088,-7.904236604736021,29.987004072491967
-7.711834734841771,-6.138372607508483,28.094968624954806
-6.732049870538716,-6.435470113815886,25.33937577530696
-7.131778084095282,-8.179656556594335,23.763798216020493
-8.624188000207193,-10.382344106844133,24.675656082712997
-10.092036293639886,-10.928748623137125,27.977811739874173
-9.847357809960437,-8.54942183754131,30.211118744850143
-8.069424551145733,-6.210877852162945,28.815970380327286
-6.727669019526595,-6.0534062907753,25.869747238216355
-6.801009349144624,-7.5932385807498095,23.75119861797686
-8.16366875824766,-9.960635786241468,23.962039637069804
-9.913528000360968,-11.267940737783231,27.053547123639042
-10.220555550476403,-9.343386262104628,30.19772602341407
-8.533886273930184,-6.455469779403078,29.569306311089214
-6.827129892705575,-5.727609111930405,26.553370083078097
-6.513032062664278,-6.977936726933932,23.920468911071655
-7.654049280529741,-9.373345306651906,23.36620080073782
-9.573237144976638,-11.37870670093224,25.948439448918954
-10.49770499151537,-10.236406962658446,29.84634792579931
-9.09940249685854,-6.930678115447069,30.2943659146167
-7.0594417353376855,-5.49421589120309,27.395503662345284
-6.294921352882101,-6.357842560764261,24.296563890604723
-7.122469012386858,-8.645619015793203,22.95187005114528
-9.070097788113861,-11.194098518050799,24.75072456784259
-10.605373356202712,-11.12176831981735,29.0656209301481
-9.737258423121022,-7.698285942866818,30.884264064414857
-7.45766126856407,-5.408730890421415,28.392429919515855
-6.1810163797875575,-5.760569430585707,24.90438285821075
-6.602170456149581,-7.81416074952458,22.778385348293046
-8.422843322894845,-10.680504045452256,23.584588688799148
-10.46802964915712,-11.829721359901821,27.813660553288358
-10.380138937436064,-8.797004899552718,31.165216208818983
-8.054063436730718,-5.5586261868069995,29.518137786067435
-6.2168102226845825,-5.221712320211576,25.769861454236256
-6.133081209528037,-6.922491050151554,22.899483131492556
-7.670559347533928,-9.850467036665133,22.59377757082292
-10.02880686045383,-12.151439143150444,26.148959940075624
-10.906186639373036,-10.184731061463403,30.889838831299958
-8.865636332512565,-6.077633250293901,30.693770604453945
-6.4640664000867565,-4.79617662397125,26.919311074687393
-5.764866462775282,-6.0167869027035,23.365399259229207
-6.869917538261842,-8.762893500691682,21.920498518512726
-9.274535028856198,-11.902673601787813,24.264515563632123
-11.137043456473142,-11.650869766348888,29.785306029117525
-9.85989699623348,-7.145291446573931,31.72431122034216
-7.004772513349474,-4.583573825664569,28.37160011534735
-5.564569524127521,-5.14556134624945,24.22831599082291
-6.091379142205921,-7.509538199063124,21.68903328682353
-8.25335842163034,-11.006746665635504,22.47021864975972
-10.874748005290831,-12.756767989237863,27.707279839687455
-10.890644542306868,-8.916915564584711,32.195283922957046
-7.933919082796007,-4.7795796706073626,30.105239772548988
-5.631899561477208,-4.37021945427627,25.55027643163215
-5.419178075298249,-6.193432771461026,22.002482868728137
-7.073388885670336,-9.545054080126656,21.11621888967228
-9.992387220081778,-12.937432031622947,24.871776488000087
-11.619171701512496,-11.275318509036353,31.407463612783523
-9.308962960682033,-5.755908042915163,31.94443696035649
-6.124559212334741,-3.805818505058368,27.408718991751968
-4.963240520423123,-4.909950248510922,22.956680635060163
-5.882996079056074,-7.731983498935878,20.501552770792614
-8.539412833385366,-11.83191469016835,21.954948093778846
-11.526163445965482,-13.401436550510423,28.66278039616955
-10.979043633379838,-8.06267574835444,33.23385372396092
-7.281845034486157,-3.7468046232834338,29.87001027834531
-4.898089855085024,-3.7488377014964147,24.671983191099173
-4.852062926479184,-5.825516183030703,20.834871521487628
-6.767514347815852,-9.601090574966511,19.83931279538814
-10.202052468758406,-13.779083740178855,24.209826993041712
-12.230026281124672,-11.813696972968094,32.30628585584597
-9.35012121446513,-4.989077550344924,32.75756164687896
-5.555969511416743,-2.8765659204043033,27.34119405745687
-4.192658948557276,-4.032229184522456,22.283191809985766
-5.037265559221626,-6.8526149481646055,19.188224647281753
-7.821820835126088,-11.517684492661772,19.884634468343073
-11.677163255564457,-14.812660584649947,27.22037668674831
-11.993959449242912,-9.097572589027173,34.46166724298307
-7.570505502561383,-2.967166104896408,31.217959890608093
-4.299708535730958,-2.4893054333554376,25.112580445669643
-3.7183191357688745,-4.215651029984444,20.32165052246462
-5.171491872110955,-7.6079608185152665,17.804168804623004
-8.648161274818039,-13.048949719998383,19.967121212639636
-12.719315935778168,-15.177980390749369,29.7163498164315
-11.466814537976221,-6.795637549558271,35.4069687985102
-6.214720982267228,-1.6930752466224583,29.94802770667038
-3.3368188934900926,-1.9881660489648543,23.569376451989836
-3.0975407219629485,-3.8180170301808594,18.81027298472806
-4.722863904811737,-7.332809353693665,16.265117918982597
-8.511358328308292,-13.437574159584543,18.535565550769288
-13.275482389042669,-16.339624720091205,29.832906484818324
-11.868443006247928,-6.311796754501525,36.62392606826897
-5.740452323385044,-0.6014470956900949,30.192640297360317
-2.487046025647911,-0.8929291744216484,23.30380240891756
-1.9470777014672493,-2.24745909122529,18.123269994161163
-2.942057695401983,-4.687986662082915,14.594604409647799
-5.7582432103090975,-9.869362286659488,13.907228090744276
-11.267663477178466,-17.630764238219953,21.335887726830606
-14.838660317263082,-13.238586899860195,37.10924128215915
-8.597547103982707,-0.5282120915093301,35.148045368166706
-2.52804837311086,1.2261779700137847,26.58143660934118
-0.37455228713636257,0.6628478805998039,20.255598240660667
0.23110697202934005,0.6083731263006259,15.513638678317747
0.6311129923943092,1.1414102116310056,11.915024727824035
1.4432631291132825,2.687498398558675,9.294289242227487
3.535881035378172,6.793301818958546,8.119019315618914
8.770637690471222,16.283537518427707,12.416566403201928
16.549361546596074,21.060619353015287,33.613633571359834
11.858990593023211,0.37544456677308113,40.84988222909589
1.9434745672716165,-4.767236261076483,29.67702496786939
-2.19187406093037,-4.62825893817241,22.953802081043122
-4.287495784344218,-6.490873596416573,19.171605122957065
-7.1702919045204005,-10.859973291654295,19.04539443868572
-11.279953134623,-15.091906058083556,25.665981209890393
-12.52417859552627,-10.399181379897229,34.42465782230719
-8.193445542863804,-3.132101162058036,32.240714619031586
-4.378716481847508,-2.0730847693923393,25.877911390131775
-3.395209481279814,-3.5494673342397225,20.68872099647245
-4.49149318950185,-6.537504586981182,17.526698561911072
-7.612268690896903,-11.824484441017546,18.29406448958303
-12.186231418289868,-16.07469376850098,26.98806521676658
-12.594056925471595,-8.950202114016689,35.895606533640326
-7.183339856298332,-1.743961341166751,31.66150725991845
-3.412505679997308,-1.33796941179938,24.79162221769038
-2.5889038726110747,-2.7923100506607557,19.47628424425728
-3.6232597899411134,-5.5194101999079255,16.00435493559166
-6.624519666250609,-10.875100245614323,15.903964649028943
-11.845075717794852,-17.19751460365701,24.19401468545459
-13.84236371498385,-10.970326470557321,36.85547884473078
-7.821998810767241,-1.0027707931115049,33.43967254176237
-2.8828437703270247,0.04440009089719252,25.668724815624326
-1.3608089331963158,-0.8874743206666794,19.71940036983405
-1.4972339565337587,-2.1636332967914433,15.281426028550195
-2.7618143483100734,-4.7625877814609865,12.329191882747796
-5.969004564529454,-10.680998011810358,12.346615908037565
-12.27426708353413,-19.36406564851041,22.10285095644245
-15.276457783620573,-11.595148955309778,39.53368293437667
-7.296000836487255,1.4525080219002795,34.53528734956175
-1.1907673703752453,2.3744599107867357,25.73597119417616
0.9742574892871332,2.2973491194928197,19.734085044365795
2.241838561749132,3.7285127860746674,15.539278691907324
4.442191434646767,7.6165104831730295,13.530296900515152
9.04975725997077,15.09583574608947,17.15386452907725
14.639416671373128,17.470072425143666,32.29399287629284
11.464553939652664,3.604694281228665,37.94275488493495
4.093174306351499,-1.3338140261610125,29.36077144775491
0.7841658826615949,-0.9018845003106144,22.26500971441341
-0.1682651297210527,-0.6876910875573011,17.039310735168534
-0.6248156322490723,-1.1340924569215058,13.083020454331253
-1.3961981504578598,-2.554650884029721,10.178980348212633
-3.323271461828446,-6.305931009528197,8.683150385467886
-8.12595282058669,-15.087058646768623,11.973593045855429
-15.887250593372784,-21.54435110113193,31.077534546703916
-12.86163113710735,-2.265316158406881,41.441413066635
-2.8229287585265546,4.416522394969233,30.49535237915182
1.6597779388145528,4.224064382924668,23.31238594633615
3.711868165373057,5.734987056825689,19.04868883667621
6.359807105690297,9.83291468254031,18.008879166132512
10.584794112357468,15.074732280079811,23.42225714980679
13.08908566568803,12.326117406611594,33.850454067095285
9.178089713323269,3.6037609972605127,33.67200142086952
4.596333194967807,1.5366010568948585,27.030183351381307
3.0128688589462627,2.679607803964742,21.318404635493398
3.61445466613165,5.1094288905945335,17.404417416980106
6.126285133600018,9.769376046327096,16.461479519108515
10.801526815900782,15.986570687490374,22.550161056213508
13.763830174674581,12.834235350376368,34.94621479397561
9.08190108686982,2.5611918186256575,34.37530447257908
3.8800791847039413,0.4989486584478571,26.913826782387904
2.0623805295224216,1.4865166296913217,20.82439578435275
2.285030661844906,3.2224599266846092,16.369939675032576
4.025527085670442,6.724180024298575,13.874839015575901
8.086961217443958,13.62076482872858,16.035391080384553
13.937600356269634,18.28168017155363,29.29729628374978
12.67229243741196,5.914470485003899,38.53405765729346
5.170495479796393,-1.0218956822159861,30.797404639123283
1.2390061115263948,-0.8301038841453416,23.320623883945125
0.11431056808207067,-0.40709976949256044,17.83224097574507
-0.21607941734295266,-0.46729647297117133,13.661029655162986
-0.5347653677277078,-0.98239493985893,10.486593780454136
-1.2735489150521504,-2.4248793704478717,8.162098422173903
-3.2419658306446233,-6.343682803926095,7.088060202956977
-8.345769866749995,-15.849430107071358,11.00607810302666
-16.63627492326744,-22.250884956476753,32.50044229322563
-12.470673615222884,-0.5112594388230753,41.84011633405926
-1.8699623236635015,5.392609739845741,30.189064538423402
2.6032555129873334,5.226606196963371,23.503206435185767
4.827315598534979,7.116898084233821,20.028479079650033
7.71248471815724,11.256372304735963,20.42324986763892
11.351791406004674,14.336136985082776,26.983248532366723
11.83382612781695,9.406990455695297,33.82828750328441
7.857347384438996,3.5418840365744164,31.212024898241292
4.706601046929091,2.9093643362739385,25.44624149746807
4.126450721488055,4.635644364715901,20.845343980003932
5.6047799241185166,8.060909971473691,18.606130408587497
9.00152473409042,13.143417410702288,21.154072386355484
12.532732449275038,14.267385637041471,30.314748046466715
10.932866562222502,6.478364723951531,34.594389577682826
6.184187624915906,2.2169982668476016,29.344582987401523
3.7277587738797853,2.687867725898293,23.391778051506176
3.776811081740919,4.8081364185704265,19.074388277045628
5.7785546827637075,8.815198793078341,17.407651765676707
9.819510409325265,14.552270636826092,21.538236873872776
13.278546632591018,13.965333991244153,32.59524767070978
10.180913790787638,4.493891065859307,34.816732275812626
5.0224809805211725,1.2538049045104418,28.195196283897904
2.869476843320838,2.0977742546704343,22.082122720212762
