time,M,FC,FN,vs
2389.495199011913,0.27904621139689917,0.6633614081538309,1.4496313192066999,3.0266650859181277
2389.5952029961354,0.3190578868685584,0.6153777304939885,1.3962151714542195,2.973284648791637
2389.695206980358,0.3636615408638853,0.5701859807377108,1.3436485954975463,2.9061817129088894
2389.7952109645803,0.4130340230979036,0.5280236271130322,1.2920234591347797,2.8260268020065364
2389.8952149488027,0.4672353900702627,0.4891152041476395,1.241437536429495,2.733620861224489
2389.995218933025,0.5261710524903267,0.4536590108367071,1.1919932198219554,2.6298872536896627
2390.0952229172476,0.5895555585777856,0.4218118255957928,1.1437956091893964,2.515862533842268
2390.19522690147,0.6568832928854065,0.39367295152373144,1.0969499472439297,2.392686089701872
2390.2952308856925,0.7274120689764906,0.36926955780571635,1.05155845272374,2.2615887575725173
2390.395234869915,0.8001651432222838,0.3485456582457811,1.0077167061400465,2.1238805229540607
2390.495238854138,0.8739552751952523,0.33135690003963253,0.9655098459348362,1.980937430557287
2390.5952428383603,0.9474312458771904,0.3174725075356394,0.9250089056200579,1.834187834227949
2390.6952468225827,1.019143393449061,0.3065844044926097,0.886267637349673,1.6850981241670908
2390.795250806805,1.0876212853136669,0.29832216119009,0.8493201138091193,1.5351580740808997
2390.8952547910276,1.1514546301477633,0.2922714763080594,0.8141792920588473,1.3858659546684846
2390.99525877525,1.2093684891470782,0.287993690493161,0.7808365928656423,1.2387135622043897
2391.0952627594725,1.2602856250050956,0.28504427586159836,0.7492624332774167,1.0951713118165678
2391.195266743695,1.30337171731702,0.2829890389157723,0.7194075728593088,0.9566735444147135
2391.2952707279173,1.3380622556808406,0.28141756266350315,0.6912051007839543,0.8246041940889572
2391.39527471214,1.3640724455449238,0.27995397595876015,0.6645728929331988,0.700282959196941
2391.495278696362,1.3813930453084462,0.27826542018737366,0.6394163903731893,0.584952115324198
2391.595282680585,1.3902756810750665,0.2760686423325442,0.6156315793456699,0.47976410188842067
2391.6952866648076,1.391211077162018,0.2731350711550726,0.5931080793014121,0.3857700064308027
2391.79529064903,1.3849030948135022,0.2692946072479762,0.5717322652676265,0.30390906165773046
2391.8952946332524,1.3722407558493492,0.26443822499028935,0.55139036305339,0.23499926019281825
2391.995298617475,1.3542697282506364,0.25851936559576044,0.5319714611452848,0.17972918081376382
2392.0953026016973,1.3321641686523877,0.25155400121145494,0.5133703828938984,0.1386511078530285
2392.1953065859198,1.3071993899050234,0.24361917170781483,0.49549035804083075,0.11217551251598756
2392.295310570142,1.2807255486068547,0.2348497432242423,0.4782454251469316,0.10056695126178727
2392.3953145543646,1.2541424070223266,0.22543312399957055,0.46156248775974695,0.10394142223219127
2392.495318538587,1.2288751883992322,0.2156017224431509,0.44538293971225146,0.12226520614421243
2392.5953225228095,1.2063515848990263,0.20562307685637848,0.4296637725236674,0.15535520322886712
2392.695326507032,1.1879800623006131,0.19578785563980017,0.4143780855722775,0.20288076284920395
2392.795330491255,1.1751297017956133,0.18639632814148904,0.3995149433237992,0.2643669875155231
2392.8953344754773,1.1691118904031097,0.17774439440294004,0.38507856806615626,0.33919947828073094
2392.9953384596997,1.1711641830544166,0.1701107168219725,0.37108692170982877,0.42663047410197596
2393.095342443922,1.1824365869292406,0.1637467328640727,0.35756980906380087,0.5257863238156258
2393.1953464281446,1.2039803599434766,0.15887116118351063,0.3445667114419723,0.63567621606617
2393.295350412367,1.2367391985172693,0.1556699721712381,0.33212461164451196,0.7552020799539885
2393.3953543965895,1.281542470627277,0.15430180865137044,0.3202960799842813,0.8831695574703575
2393.495358380812,1.3390999948902857,0.15490782706686784,0.30913784911282594,1.0182999380780233
2393.5953623650344,1.4099978254062018,0.15762423130317202,0.2987100232096703,1.159242936181459
2393.695366349257,1.4946945875182185,0.16259558285952902,0.2890759680113008,1.3045901838083875
2393.7953703334792,1.5935180902524142,0.16998724223316675,0.2803028376156329,1.45288930367742
2393.895374317702,1.7066621570887832,0.17999580205811366,0.2724626287102154,1.6026584220278537
2393.9953783019246,1.8341838053566963,0.1928568652761356,0.2656336164701041,1.7524009761886017
2394.095382286147,1.9760010233641234,0.2088498532162675,0.25990201237547517,1.9006206689323517
2394.1953862703695,2.1318914298780625,0.22829968191635744,0.2553636825853982,2.045836420170487
2394.295390254592,2.3014920639167507,0.2515751946416283,0.25212576848166424,2.186597166594677
2394.3953942388143,2.4843004674441267,0.27908428639277705,0.2503080557736234,2.3214963613761674
2394.495398223037,2.6796771134438457,0.3112657795815662,0.2500439470100806,2.4491860290357033
2394.595402207259,2.886849113749688,0.34857833241072556,0.2514809087505724,2.568390235041294
2394.6954061914817,3.1049150220903186,0.3914869473318747,0.2547802926947392,2.6779178355393394
2394.795410175704,3.3328504267560985,0.4404479187936855,0.26011647037035207,2.7766743798178677
2394.8954141599265,3.569513897212967,0.4958932306983504,0.26767526998199453,2.8636730465669427
2394.995418144149,3.8136527010089236,0.5582154246798843,0.2776517546956689,2.9380445046560455
2395.095422128372,4.063907535078463,0.627753800354433,0.2902474256246432,2.9990455998951915
2395.1954261125943,4.3188153216052365,0.7047825176561597,0.3056669629939248,3.046066780976101
2395.2954300968167,4.576808924869773,0.7895008184302911,0.32411463146941794,3.0786381903939626
2395.395434081039,4.836212509997261,0.8820252412460534,0.3457904702599268,3.096434359480923
2395.4954380652616,5.095231307745084,0.9823834247097927,0.37088636828860144,3.099277460640659
2395.595442049484,5.351934989483142,1.090508913954048,0.3995820943760619,3.0871390842844058
2395.6954460337065,5.604235046836158,1.2062363245652876,0.43204131788632855,3.0601405227127794
2395.795450017929,5.849859009464181,1.3292963053245332,0.46840762334427855,3.018551558106709
2395.8954540021514,6.086328571947353,1.4593100231953535,0.5088005012144229,2.9627877667384426
2395.995457986374,6.310954992318278,1.5957834398466788,0.5533112968070152,2.8934063663402023
2396.0954619705963,6.5208726395829295,1.7381025196581206,0.6019991333684781,2.8111006481255103
2396.195465954819,6.713137128680088,1.8855316763210734,0.6548869074987054,2.716693049100564
2396.2954699390416,6.884911581478016,2.0372189716969817,0.7119575916584726,2.6111269338930234
2396.395473923264,7.033744845574509,2.1922122075728425,0.7731512548369739,2.4954571682114364
2396.4954779074865,7.157905603205781,2.3494891846483874,0.8383633761349353,2.3708395781382534
2396.595481891709,7.256688551608166,2.508002350986616,0.9074450858040897,2.238519400577777
2396.6954858759314,7.3305844750871465,2.6667332501863426,0.9802058282800306,2.099818840270006
2396.795489860154,7.381235815612149,2.8247476473122046,1.0564185722714021,1.9561238577060818
2396.8954938443762,7.4111795672373,2.981240673000288,1.1358271887451008,1.8088703199666192
2396.9954978285987,7.423462777256068,3.1355640606679978,1.2181551730639288,1.659529652870193
2397.095501812821,7.421250264968919,3.287233139675139,1.303114682089551,1.5095941378023792
2397.1955057970436,7.407517883180473,3.43591668164376,1.3904149432926178,1.3605620001462744
2397.295509781266,7.384868668054608,3.5814156992323984,1.4797693836927586,1.2139224383178278
2397.395513765489,7.355461203267272,3.7236375217288953,1.5709011756526792,1.0711407430021884
2397.4955177497113,7.321016443443418,3.862569961915602,1.6635471883657065,0.9336436552904264
2397.5955217339338,7.282867536083973,3.9982584083458073,1.7574605194996964,0.8028051100152571
2397.695525718156,7.2420259315207005,4.13078701964858,1.8524118660513447,0.6799325067579609
2397.7955297023786,7.1992476134024574,4.26026411938036,1.9481900067108742,0.5662536457031971
2397.895533686601,7.155091574600147,4.386811330104382,2.0446016414508716,0.4629044588886604
2397.9955376708235,7.109967902917026,4.510555778477008,2.141470791202787,0.37091765944397787
2398.095541655046,7.064175625899226,4.631624694661337,2.2386379154851688,0.2912124222409304
2398.1955456392684,7.017931668895007,4.750141812001435,2.335958865625608,0.22458519907073865
2398.295549623491,6.971392611587247,4.866225084011546,2.43330375822562,0.17170176012743338
2398.3955536077133,6.924670842443876,4.979985344114704,2.5305558278527447,0.13309054132250983
2398.4955575919357,6.877846465407619,5.09152562649013,2.627610298681719,0.1091373639075881
2398.5955615761586,6.83097603762543,5.200940940792307,2.724373300722944,0.1000815791690636
2398.695565560381,6.784098966996505,5.308318350679487,2.8207608461884877,0.10601367671885581
2398.7955695446035,6.737242192113048,5.4137372489017865,2.9166978744675895,0.12687438027988415
2398.895573528826,6.690423605754371,5.517269753163955,3.0121173692813494,0.1624552400024234
2398.9955775130484,6.643654560583489,5.618981169870055,3.1069595483064285,0.2124007153918507
2399.095581497271,6.596941704497876,5.718930489318699,3.2011711233902953,0.27621172803458655
2399.1955854814933,6.550288325990628,5.817170887698197,3.294704628129644,0.3532506486216631
2399.2955894657157,6.503695340873627,5.913750219597704,3.3875178087915665,0.44274766843726177
2399.395593449938,6.45716201606416,6.008711490657059,3.4795730741540694,0.5438084916453452
2399.4955974341606,6.4106865002483815,6.102093304116919,3.570836999703959,0.6554232715094783
2399.595601418383,6.364266212440574,6.193930277904265,3.661279881667752,0.7764767012509728
2399.695605402606,6.31789812580127,6.284253430858949,3.7508753365032113,0.9057591587134177
2399.7956093868283,6.271578974141099,6.373090538031626,3.8395999416979416,1.041978793467327
2399.895613371051,6.225305401285865,6.4604664558636555,3.9274329139914226,1.1837744355838378
2399.995617355273,6.179074068188107,6.546403418595493,4.014355821402726,1.3297291970752343
2400.0956213394957,6.132881728780259,6.630921307589105,4.10035232574513,1.4783846300991137
2400.195625323718,6.086725282715572,6.714037895409324,4.185407952580012,1.628255300447371
2400.2956293079405,6.0406018110387425,6.795769066572495,4.269509885834149,1.7778436306954983
2400.395633292163,5.994508599274911,6.876129016858488,4.352646784558332,1.9256548646925502
2400.4956372763854,5.948443151274964,6.955130433022921,4.434808619542809,2.0702120038596306
2400.595641260608,5.902403196300761,7.032784654657444,4.515986527725187,2.2100705660464626
2400.6956452448303,5.856386691198319,7.1091018198396805,4.596172682528883,2.3438330194686863
2400.7956492290527,5.81039181903323,7.184090996099568,4.6753601784555805,2.470162747495266
2400.8956532132756,5.764416985208772,7.257760298111674,4.753542928424286,2.587797404743879
2400.995657197498,5.718460811824342,7.3301169934046415,4.830715572500504,2.695561531020838
2401.0956611817205,5.672522130829881,7.4011675972738145,4.906873396805323,2.7923782970691193
2401.195665165943,5.626599976391479,7.470917957965005,4.982012261507274,2.877280264744816
2401.2956691501654,5.580693576765585,7.539373333109296,5.056128536925419,2.949419054109466
