,number,value,datetime_start,datetime_complete,duration,params_iss,params_lr,params_ridge,params_sr,state
18,18,0.029626056675492854,2023-12-24 23:58:27.977305,2023-12-25 01:25:26.610222,0 days 01:26:58.632917,0.4641962635235306,0.007254045856744519,0.00015178168431409985,0.13998119508534254,COMPLETE
19,19,0.05561134979272526,2023-12-24 23:58:31.422269,2023-12-25 01:25:54.140695,0 days 01:27:22.718426,0.9682028912467205,0.0017923471738174558,7.009992426952732e-09,0.053118514505489815,COMPLETE
20,20,0.03260337592085418,2023-12-24 23:58:35.720413,2023-12-25 01:24:37.866194,0 days 01:26:02.145781,0.5482635357712401,0.025786579486727714,1.969058213694212e-07,0.7016675891328242,COMPLETE
21,21,0.25134540120778376,2023-12-24 23:58:36.423188,2023-12-25 01:24:49.247152,0 days 01:26:12.823964,0.8233803259351321,0.1999388505893306,7.16618770148575e-05,7.123103912044016,COMPLETE
22,22,0.014319913560980597,2023-12-24 23:58:37.432545,2023-12-25 01:25:37.463194,0 days 01:27:00.030649,0.4249438130350054,0.5578389739827495,1.5310807555786136e-08,0.29211189742179994,COMPLETE
23,23,0.02851318934307741,2023-12-24 23:58:37.948393,2023-12-25 01:25:31.775717,0 days 01:26:53.827324,0.7983367442325091,0.010936960059061966,3.506339595045463e-08,0.01578386322359569,COMPLETE
24,24,4436.615748702118,2023-12-24 23:58:38.122889,2023-12-25 01:25:22.800483,0 days 01:26:44.677594,0.15149073129091373,0.0018444748049802559,7.941695100544516e-08,2.6416574047047665,COMPLETE
25,25,0.02874609378562468,2023-12-24 23:58:39.148555,2023-12-25 01:25:00.812858,0 days 01:26:21.664303,0.7035496256967844,0.19049767820622676,8.117352101134061e-08,0.5499829411160079,COMPLETE
26,26,2.5392368785030226,2023-12-24 23:58:49.179839,2023-12-25 01:24:46.314995,0 days 01:25:57.135156,0.5637534186877105,0.0020106833439189533,2.816751256561339e-07,1.0953077169204708,COMPLETE
27,27,0.013914542454321159,2023-12-24 23:58:54.753772,2023-12-25 01:25:03.825199,0 days 01:26:09.071427,0.7667296111982715,0.1172015585830756,4.7674195264711775e-06,0.6544337657907122,COMPLETE
28,28,0.010179171781326012,2023-12-24 23:58:56.345937,2023-12-25 01:24:54.441830,0 days 01:25:58.095893,0.4180315944401808,0.1559983776604012,0.0009344224338273446,0.10855228535209833,COMPLETE
29,29,0.02030507816697837,2023-12-24 23:58:56.345104,2023-12-25 01:25:59.363801,0 days 01:27:03.018697,0.12383705578652304,0.016168162617551583,7.009890669210169e-09,0.02373752559758367,COMPLETE
