Time,X,Y,Z,Forcing
0.0,1.0,1.0,1.0,0.0
0.10000398422247898,0.8198441781472158,1.111831239226672,0.6350596846503737,0.11980485715679728
0.20000796844495797,0.6706062002074753,1.209380654459163,0.4025908992912551,0.23841256847440132
0.30001195266743697,0.5425420113291624,1.294957291177286,0.25752717951022136,0.3546379505514891
0.40001593688991594,0.42940146455290007,1.3701193145432191,0.16844180150222274,0.46731962532823684
0.5000199211123949,0.3272795908614589,1.4359515027409138,0.1144169610885267,0.5753316251159075
0.6000239053348739,0.23376519166906815,1.4932472622635298,0.08196894607060531,0.6775946437895455
0.7000278895573528,0.14735348347216662,1.5426220959769905,0.06260985041741855,0.7730868217166296
0.8000318737798319,0.06705980273514513,1.5845806963694722,0.051095497754012495,0.8608539566536625
0.9000358580023109,-0.007824958160281616,1.6195539573843591,0.04423550083384323,0.9400190385786694
1.0000398422247898,-0.07788343628488567,1.6479171670143158,0.04011435534128406,1.0097910131831267
1.1000438264472687,-0.14365841852232722,1.6699968810653738,0.03759500450700475,1.0694726864544353
1.2000478106697479,-0.2056994025934972,1.6860713547237702,0.03600898203567206,1.118467691362673
1.3000517948922268,-0.264583823953136,1.6963676535334995,0.034966347683054094,1.1562864470372545
1.4000557791147057,-0.3209224220386247,1.701057423139441,0.034240851837881614,1.1825510508866348
1.5000597633371848,-0.3753547616972192,1.700252566852687,0.033701483286795356,1.1969990547767184
1.6000637475596637,-0.4285387121192182,1.6940016176009425,0.033272164536972654,1.1994860875346485
1.7000677317821427,-0.4811362999855574,1.6822872979526595,0.03290829011054513,1.1899872975726953
1.8000717160046218,-0.5337975020439265,1.6650255741619988,0.0325832170887985,1.168597601216876
1.9000757002271007,-0.5871430267113437,1.6420663864086602,0.03228056945982805,1.135530734258891
2.0000796844495796,-0.6417468250459543,1.613196151964897,0.031989903163913314,1.0911171162087114
2.1000836686720588,-0.6981188860810537,1.5781420753124924,0.03170429439248714,1.035800548589198
2.2000876528945374,-0.7566887587151169,1.5365782499921878,0.031419017161037094,0.9701337802649271
2.3000916371170166,-0.8177901707397989,1.4881334958516395,0.031130830263479268,0.8947729841185202
2.4000956213394957,-0.8816470663632443,1.432400839397773,0.03083759925131489,0.8104712002660966
2.5000996055619744,-0.948361345694932,1.3689485126048133,0.03053809737227889,0.7180708113302862
2.6001035897844536,-1.0179025567481537,1.2973323160583219,0.03023189712500837,0.6184951249613743
2.7001075740069327,-1.090099759050088,1.217109165479445,0.029919302848345958,0.5127391477179466
2.8001115582294114,-1.1646357460580534,1.127851616484287,0.029601297110241252,0.4018596424986989
2.9001155424518905,-1.2410437803737704,1.0291631410383475,0.02927948675679959,0.28696456887618144
3.0001195266743697,-1.3187069609061024,0.9206939106742543,0.028956042343232156,0.16920201184957803
3.1001235108968483,-1.3968603046687162,0.8021568263798546,0.028633629497180357,0.0497487096455593
3.2001274951193275,-1.4745955880166004,0.6733435233532302,0.02831533374060774,-0.07020170479723564
3.3001314793418066,-1.5508689531414455,0.5341400707591158,0.02800458204365501,-0.18945063116353056
3.4001354635642853,-1.6245112459458868,0.3845420823735194,0.02770506524467276,-0.30680647873308525
3.5001394477867644,-1.6942410114297648,0.22466895369819778,0.027420665659201263,-0.42109657330923594
