Time,x,y,z
0.0,0.0,0.0,0.0
0.10000398422247898,-0.0008336125244952439,-2.9206917275008697e-05,0.015244571193325023
0.20000796844495797,-0.002819417026580992,-0.00020696013479807218,0.023865031125208963
0.30001195266743697,-0.005432750065922886,-0.0006238485871215571,0.028735012423564604
0.40001593688991594,-0.008362330116335914,-0.0013307852574081195,0.03147360312045256
0.5000199211123949,-0.011411766054632951,-0.002355667567255611,0.033025707600710025
0.6000239053348739,-0.014462380993701446,-0.0037096950935384724,0.03388140216223883
0.7000278895573528,-0.017424124329689122,-0.005395701285669009,0.03436647904883071
0.8000318737798319,-0.020237540853707985,-0.0074078958930646,0.03463193899782369
0.9000358580023109,-0.022855571858479626,-0.009735050804215637,0.03476337620506034
1.0000398422247898,-0.02523288275549527,-0.012362407854416188,0.03484598638191044
1.1000438264472687,-0.02733987273856596,-0.015269482357605026,0.03488263313101617
1.2000478106697479,-0.02914725715261083,-0.018432921178973702,0.03488816504415544
1.3000517948922268,-0.030625384220457182,-0.021826780659453832,0.034895359014063106
1.4000557791147057,-0.031753387370124384,-0.0254212350179258,0.03490119591391362
1.5000597633371848,-0.03251417252283632,-0.029183678488221683,0.034897347007635485
1.6000637475596637,-0.03289238692871494,-0.033079639451331355,0.03488679744103041
1.7000677317821427,-0.032874705555186734,-0.0370727834082925,0.03488250464943837
1.8000717160046218,-0.03245293458045185,-0.04112509781702523,0.03489058394085208
1.9000757002271007,-0.03162503036862141,-0.045196178004801246,0.03489928008279993
2.0000796844495796,-0.03039199017738716,-0.04924497954666291,0.034902294572191656
2.1000836686720588,-0.0287582320233654,-0.05323046633309733,0.03489938806701792
2.2000876528945374,-0.026731594682096977,-0.057111610570036296,0.03489638038635041
2.3000916371170166,-0.024323337139932337,-0.060847394220290625,0.03490515201383176
2.4000956213394957,-0.021548907104880503,-0.06439801796308052,0.03493586469254983
2.5000996055619744,-0.018431811987907092,-0.06772318522969407,0.03497089313772682
2.6001035897844536,-0.014999196887279903,-0.07078367908371326,0.03499361500693941
2.7001075740069327,-0.011279979680607885,-0.07354331251074868,0.03499857928949498
2.8001115582294114,-0.007304851024841106,-0.07596892841843954,0.03499150630643158
2.9001155424518905,-0.0031062743562706926,-0.07803039963645378,0.03498928771051802
3.0001195266743697,0.0012814491016988226,-0.07970063603051439,0.0350192626857509
3.1001235108968483,0.005817056090458383,-0.08095516579769924,0.0350758633458764
3.2001274951193275,0.01045171357860914,-0.08177159364545186,0.03512327875769105
3.3001314793418066,0.015138118785476145,-0.08213229164595903,0.03514645501132041
3.4001354635642853,0.019831042334472828,-0.08202491842937382,0.03514917189768726
3.5001394477867644,0.024487328253101046,-0.0814424191838155,0.035154042908511575
3.6001434320092436,0.02906493822479517,-0.08038281456865234,0.03519551216956657
3.7001474162317223,0.033512485153134264,-0.0788467456828635,0.035250708373731135
3.8001514004542014,0.037777091723159156,-0.07683902086144902,0.0352910490147861
3.9001553846766805,0.04181075775106598,-0.07437014496586415,0.03530798381423365
4.000159368899159,0.04557005273655922,-0.07145626479143413,0.03530934115645396
4.100163353121638,0.04901611586285184,-0.06811916906735413,0.03531932808870523
4.2001673373441175,0.05211253129003687,-0.06438544451765298,0.035362944024519075
4.300171321566596,0.05481604376327587,-0.06028381950528051,0.035410345163687
4.400175305789075,0.057086721355352525,-0.055847602356729226,0.035437569569935205
4.5001792900115545,0.058892014293615236,-0.051114504178584784,0.03543779967274179
4.600183274234033,0.06020671433087932,-0.04612659198620471,0.03542073431671975
4.700187258456512,0.061012954745427075,-0.04093028870371811,0.03541258876161695
4.800191242678991,0.061298379888971306,-0.035575368835021916,0.035444358467041776
4.90019522690147,0.06104453282921878,-0.030111366330732935,0.03548568980545181
5.000199211123949,0.06023660446036031,-0.024590686232537996,0.035502088371043204
5.100203195346428,0.058869590649151995,-0.01906739651957992,0.03548158251427397
5.200207179568907,0.05694825183606517,-0.013597067325763719,0.03543406940547457
5.300211163791386,0.05448711303528627,-0.00823677093975625,0.0353913150348479
5.400215148013865,0.05150906572876838,-0.00304453291887994,0.03539958712890272
5.500219132236344,0.04802873923735514,0.0019253710274245682,0.035430556197826146
5.600223116458823,0.04406261360476897,0.00661907207770461,0.03543570555349422
5.700227100681302,0.03963793270068787,0.01098414969419096,0.035397545420231935
5.800231084903781,0.03479210957507342,0.014970202212350542,0.035326781841872885
5.90023506912626,0.029572726458170485,0.01852884684088665,0.03526231668175924
6.000239053348739,0.02403469656862407,0.021614389713573105,0.035256693029688244
6.100243037571218,0.018219444217043863,0.024187907908322294,0.03526580486972579
6.200247021793697,0.012173174574407019,0.02621376258087594,0.03524797222721896
6.300251006016176,0.005950583186846714,0.027660886464074996,0.03519369868943715
6.400254990238655,-0.0003863429737967876,0.02850318696004133,0.0351200956512394
6.500258974461134,-0.006768325509976504,0.028719546140177778,0.0350708823150744
6.600262958683613,-0.013129116226748751,0.028295433976004265,0.03506329351426401
