X,Y,x_lorenz,y_lorenz,z_lorenz
-3.806651138810493,-0.2691172655585652,-6.816102306098725,-6.848686297374684,24.953445111581605
-3.8318619921001784,-0.24953068832489989,-7.48305692938731,-8.715471754346607,23.932094173621298
-3.859254038520944,-0.3089201306489708,-9.015057884695782,-10.628235492914657,25.442751012850252
-3.8945676728202523,-0.3938436195584509,-10.125712224034666,-10.442480797110017,28.674952525535318
-3.9355997428752905,-0.4085118241399305,-9.437894538832088,-7.904236604736021,29.987004072491967
-3.97285441646594,-0.3254494184623464,-7.711834734841771,-6.138372607508483,28.094968624954806
-4.000290785330803,-0.2294852073399452,-6.732049870538716,-6.435470113815886,25.33937577530696
-4.02098510556741,-0.19814184832609066,-7.131778084095282,-8.179656556594335,23.763798216020493
-4.042631784504335,-0.2465011132772737,-8.624188000207193,-10.382344106844133,24.675656082712997
-4.071698185235494,-0.3349851434868207,-10.092036293639886,-10.928748623137125,27.977811739874173
-4.1078880283408825,-0.37221691626159104,-9.847357809960437,-8.54942183754131,30.211118744850143
-4.14250318889258,-0.30569408192115305,-8.069424551145733,-6.210877852162945,28.815970380327286
-4.167929220942533,-0.20626754046653695,-6.727669019526595,-6.0534062907753,25.869747238216355
-4.185653990508917,-0.1612031496981952,-6.801009349144624,-7.5932385807498095,23.75119861797686
-4.202876365237332,-0.1957879431173848,-8.16366875824766,-9.960635786241468,23.962039637069804
-4.226647184463599,-0.28331667369837005,-9.913528000360968,-11.267940737783231,27.053547123639042
-4.258592381226219,-0.34188995329716576,-10.220555550476403,-9.343386262104628,30.19772602341407
-4.291364199049499,-0.29611555037117043,-8.533886273930184,-6.455469779403078,29.569306311089214
-4.315922076870394,-0.19498657546712644,-6.827129892705575,-5.727609111930405,26.553370083078097
-4.3318239292947665,-0.1350329312665866,-6.513032062664278,-6.977936726933932,23.920468911071655
-4.345595881042423,-0.1535093411873942,-7.654049280529741,-9.373345306651906,23.36620080073782
-4.364696334620306,-0.2353183165216467,-9.573237144976638,-11.37870670093224,25.948439448918954
-4.392559689564605,-0.31235171532374356,-10.49770499151537,-10.236406962658446,29.84634792579931
-4.423775931544862,-0.292339077353096,-9.09940249685854,-6.930678115447069,30.2943659146167
-4.4482870511264005,-0.19342684685082018,-7.0594417353376855,-5.49421589120309,27.395503662345284
-4.463334678684998,-0.11807911838728957,-6.294921352882101,-6.357842560764261,24.296563890604723
-4.474483807231571,-0.11832118309091001,-7.122469012386858,-8.645619015793203,22.95187005114528
-4.489412900870212,-0.18961157312360086,-9.070097788113861,-11.194098518050799,24.75072456784259
-4.513128212224487,-0.28008938145703427,-10.605373356202712,-11.12176831981735,29.0656209301481
-4.542664284409873,-0.29044527590057473,-9.737258423121022,-7.698285942866818,30.884264064414857
-4.567687174115006,-0.2002359151586309,-7.45766126856407,-5.408730890421415,28.392429919515855
-4.582778649466545,-0.10995630169036927,-6.1810163797875575,-5.760569430585707,24.90438285821075
-4.592097338113984,-0.08992699635984577,-6.602170456149581,-7.81416074952458,22.778385348293046
-4.603339980591484,-0.14613062199504492,-8.422843322894845,-10.680504045452256,23.584588688799148
-4.622760184675226,-0.24294136034403022,-10.46802964915712,-11.829721359901821,27.813660553288358
-4.650128784507562,-0.28616339141484043,-10.380138937436064,-8.797004899552718,31.165216208818983
-4.675921380133755,-0.21404814115888476,-8.054063436730718,-5.5586261868069995,29.518137786067435
-4.69193015470789,-0.11105029436472774,-6.2168102226845825,-5.221712320211576,25.769861454236256
-4.700253630055511,-0.06874835262837418,-6.133081209528037,-6.922491050151554,22.899483131492556
-4.708353075204599,-0.10568127451944066,-7.670559347533928,-9.850467036665133,22.59377757082292
-4.723375628695033,-0.20023493807393178,-10.02880686045383,-12.151439143150444,26.148959940075624
-4.747794285520331,-0.27466841968585987,-10.906186639373036,-10.184731061463403,30.889838831299958
-4.774203129478085,-0.23256239348250118,-8.865636332512565,-6.077633250293901,30.693770604453945
-4.791964279337559,-0.12226664082880212,-6.4640664000867565,-4.79617662397125,26.919311074687393
-4.800239105219839,-0.05587667312610776,-5.764866462775282,-6.0167869027035,23.365399259229207
-4.805854855104795,-0.06967283364451315,-6.869917538261842,-8.762893500691682,21.920498518512726
-4.816529212000447,-0.15296931709074527,-9.274535028856198,-11.902673601787813,24.264515563632123
-4.837051641416619,-0.25114908554728727,-11.137043456473142,-11.650869766348888,29.785306029117525
-4.863357547706046,-0.25133601936246114,-9.85989699623348,-7.145291446573931,31.72431122034216
-4.88355974526142,-0.14460489431020515,-7.004772513349474,-4.583573825664569,28.37160011534735
-4.892907753233496,-0.05322347858040551,-5.564569524127521,-5.14556134624945,24.22831599082291
-4.896880124200448,-0.040014832015758325,-6.091379142205921,-7.509538199063124,21.68903328682353
-4.9034932919529135,-0.10375017063389333,-8.25335842163034,-11.006746665635504,22.47021864975972
-4.919223526066111,-0.21234273531652617,-10.874748005290831,-12.756767989237863,27.707279839687455
-4.944023350044692,-0.2624870615735755,-10.890644542306868,-8.916915564584711,32.195283922957046
-4.966938012131008,-0.17803537396513452,-7.933919082796007,-4.7795796706073626,30.105239772548988
-4.978691521767218,-0.06380187067308064,-5.631899561477208,-4.37021945427627,25.55027643163215
-4.98213750070539,-0.01927729299736692,-5.419178075298249,-6.193432771461026,22.002482868728137
-4.985282127537485,-0.056389304277000625,-7.073388885670336,-9.545054080126656,21.11621888967228
-4.995641014889868,-0.15863584973001837,-9.992387220081778,-12.937432031622947,24.871776488000087
-5.016924378427513,-0.254562620848212,-11.619171701512496,-11.275318509036353,31.407463612783523
-5.041904197141308,-0.2187137374814099,-9.308962960682033,-5.755908042915163,31.94443696035649
-5.0575144658239175,-0.09185121687972897,-6.124559212334741,-3.805818505058368,27.408718991751968
-5.061981055575292,-0.011305632672942129,-4.963240520423123,-4.909950248510922,22.956680635060163
-5.062636973588577,-0.015430250663468332,-5.882996079056074,-7.731983498935878,20.501552770792614
-5.067602227809944,-0.09532248272916324,-8.539412833385366,-11.83191469016835,21.954948093778846
-5.083203432055568,-0.21629737146949768,-11.526163445965482,-13.401436550510423,28.66278039616955
-5.108042423876832,-0.25357445813440443,-10.979043633379838,-8.06267574835444,33.23385372396092
-5.128591426890987,-0.14154702870954966,-7.281845034486157,-3.7468046232834338,29.87001027834531
-5.136258259879912,-0.02255879007240039,-4.898089855085024,-3.7488377014964147,24.671983191099173
-5.135965256667464,0.013759103971858202,-4.852062926479184,-5.825516183030703,20.834871521487628
-5.136221198740941,-0.031599075282693956,-6.767514347815852,-9.601090574966511,19.83931279538814
-5.1446260444411145,-0.14554683042426125,-10.202052468758406,-13.779083740178855,24.209826993041712
-5.165368217619025,-0.2553050369895667,-12.230026281124672,-11.813696972968094,32.30628585584597
-5.190185709172013,-0.20995070916168876,-9.35012121446513,-4.989077550344924,32.75756164687896
-5.2038875009075625,-0.06403155246971565,-5.555969511416743,-2.8765659204043033,27.34119405745687
-5.205154821349403,0.023214292459750437,-4.192658948557276,-4.032229184522456,22.283191809985766
-5.2022216637568075,0.021941438465483187,-5.037265559221626,-6.8526149481646055,19.188224647281753
-5.203317301927264,-0.05630955543413854,-7.821820835126088,-11.517684492661772,19.884634468343073
-5.215582540234257,-0.19357652300207576,-11.677163255564457,-14.812660584649947,27.22037668674831
-5.23995020229647,-0.2653726758928132,-11.993959449242912,-9.097572589027173,34.46166724298307
-5.261887072786867,-0.1492795946240766,-7.570505502561383,-2.967166104896408,31.217959890608093
-5.268956782123728,-0.0031568795215046134,-4.299708535730958,-2.4893054333554376,25.112580445669643
-5.265653988642504,0.05351595508076311,-3.7183191357688745,-4.215651029984444,20.32165052246462
-5.261000540649292,0.027126173539375357,-5.171491872110955,-7.6079608185152665,17.804168804623004
-5.262734279071181,-0.07462033854245531,-8.648161274818039,-13.048949719998383,19.967121212639636
-5.277829626791131,-0.2271720910898674,-12.719315935778168,-15.177980390749369,29.7163498164315
-5.304130401704555,-0.26003174322101236,-11.466814537976221,-6.795637549558271,35.4069687985102
-5.322876088888674,-0.09941351991529482,-6.214720982267228,-1.6930752466224583,29.94802770667038
-5.325000416743841,0.04052181316324817,-3.3368188934900926,-1.9881660489648543,23.569376451989836
-5.318169662748444,0.08143771203431543,-3.0975407219629485,-3.8180170301808594,18.81027298472806
-5.311179019626108,0.047003243193821855,-4.722863904811737,-7.332809353693665,16.265117918982597
-5.311243219911828,-0.06210640218149484,-8.511358328308292,-13.437574159584543,18.535565550769288
-5.325919426881822,-0.23334069420523673,-13.275482389042669,-16.339624720091205,29.832906484818324
-5.353522833755406,-0.2732613553263783,-11.868443006247928,-6.311796754501525,36.62392606826897
-5.372405846734489,-0.0875088216353411,-5.740452323385044,-0.6014470956900949,30.192640297360317
-5.372406125636264,0.06852081097511845,-2.487046025647911,-0.8929291744216484,23.30380240891756
-5.3623255177999125,0.1188269653855484,-1.9470777014672493,-2.24745909122529,18.123269994161163
-5.350800266363172,0.10270880834332062,-2.942057695401983,-4.687986662082915,14.594604409647799
-5.343724640727365,0.02681012302453802,-5.7582432103090975,-9.869362286659488,13.907228090744276
-5.3484794194526435,-0.13836578623443174,-11.267663477178466,-17.630764238219953,21.335887726830606
-5.372302934386129,-0.3151249991743963,-14.838660317263082,-13.238586899860195,37.10924128215915
-5.40091921388724,-0.20164278000859287,-8.597547103982707,-0.5282120915093301,35.148045368166706
-5.408565473242172,0.036526177936491926,-2.52804837311086,1.2261779700137847,26.58143660934118
-5.397962925556368,0.15535816289864093,-0.37455228713636257,0.6628478805998039,20.255598240660667
-5.380164094097721,0.19334442932505888,0.23110697202934005,0.6083731263006259,15.513638678317747
-5.359963212143101,0.21002508861631275,0.6311129923943092,1.1414102116310056,11.915024727824035
-5.337916101678078,0.23391018452685364,1.4432631291132825,2.687498398558675,9.294289242227487
-5.312074181288557,0.29196019553387664,3.535881035378172,6.793301818958546,8.119019315618914
-5.276551379936643,0.44055908015255746,8.770637690471222,16.283537518427707,12.416566403201928
-5.218967729560221,0.7234887258514745,16.549361546596074,21.060619353015287,33.613633571359834
-5.1399121592503985,0.7645609447545503,11.858990593023211,0.37544456677308113,40.84988222909589
-5.0801085898747775,0.4183145952272018,1.9434745672716165,-4.767236261076483,29.67702496786939
-5.051813427984564,0.17894569999812468,-2.19187406093037,-4.62825893817241,22.953802081043122
-5.039967374243008,0.06810231780272819,-4.287495784344218,-6.490873596416573,19.171605122957065
-5.038030159410042,-0.035519937183874764,-7.1702919045204005,-10.859973291654295,19.04539443868572
-5.0488404696399884,-0.18754628404017243,-11.279953134623,-15.091906058083556,25.665981209890393
-5.074307467159016,-0.2961164381124311,-12.52417859552627,-10.399181379897229,34.42465782230719
-5.100530088985333,-0.19530383187436393,-8.193445542863804,-3.132101162058036,32.240714619031586
-5.111096644004189,-0.02431389829143197,-4.378716481847508,-2.0730847693923393,25.877911390131775
-5.10862024692269,0.05628883092397765,-3.395209481279814,-3.5494673342397225,20.68872099647245
-5.102900228629253,0.04473229253731668,-4.49149318950185,-6.537504586981182,17.526698561911072
-5.1023081481545285,-0.04677775833956809,-7.612268690896903,-11.824484441017546,18.29406448958303
-5.114871759515086,-0.21197256886563798,-12.186231418289868,-16.07469376850098,26.98806521676658
-5.142493182724453,-0.3052294823277463,-12.594056925471595,-8.950202114016689,35.895606533640326
-5.167245929282224,-0.1595653425763571,-7.183339856298332,-1.743961341166751,31.66150725991845
-5.173550852133957,0.01899262790866608,-3.412505679997308,-1.33796941179938,24.79162221769038
-5.16718526743208,0.09103102146102417,-2.5889038726110747,-2.7923100506607557,19.47628424425728
-5.158131782863532,0.07834551973151758,-3.6232597899411134,-5.5194101999079255,16.00435493559166
-5.1538952452697915,-0.0071792695894160544,-6.624519666250609,-10.875100245614323,15.903964649028943
-5.162615731735496,-0.18072522014417475,-11.845075717794852,-17.19751460365701,24.19401468545459
-5.189494982782864,-0.3258431928346213,-13.84236371498385,-10.970326470557321,36.85547884473078
-5.217533769964555,-0.19012888517714527,-7.821998810767241,-1.0027707931115049,33.43967254176237
-5.225003663368443,0.026967295127822956,-2.8828437703270247,0.04440009089719252,25.668724815624326
-5.216284043525707,0.12827770832191718,-1.3608089331963158,-0.8874743206666794,19.71940036983405
-5.202121382895312,0.14545968399391498,-1.4972339565337587,-2.1636332967914433,15.281426028550195
-5.188726749030501,0.11482822925530786,-2.7618143483100734,-4.7625877814609865,12.329191882747796
-5.181143834796433,0.023022634045711237,-5.969004564529454,-10.680998011810358,12.346615908037565
-5.1878040880290905,-0.17620765353974194,-12.27426708353413,-19.36406564851041,22.10285095644245
-5.216879117827237,-0.3695950362073769,-15.276457783620573,-11.595148955309778,39.53368293437667
-5.248056649046232,-0.1936645640990438,-7.296000836487255,1.4525080219002795,34.53528734956175
-5.252801944297844,0.0783066905958237,-1.1907673703752453,2.3744599107867357,25.73597119417616
-5.237552833260764,0.20623543039903022,0.9742574892871332,2.2973491194928197,19.734085044365795
-5.213839522953344,0.26435609970050117,2.241838561749132,3.7285127860746674,15.539278691907324
-5.184257717615855,0.33451679657544353,4.442191434646767,7.6165104831730295,13.530296900515152
-5.144446734428076,0.4790095499238112,9.04975725997077,15.09583574608947,17.15386452907725
-5.085199437628772,0.7092247730528702,14.639416671373128,17.470072425143666,32.29399287629284
-5.009016388775072,0.7497169210980204,11.464553939652664,3.604694281228665,37.94275488493495
-4.945777563057612,0.4981564785943184,4.093174306351499,-1.3338140261610125,29.36077144775491
-4.907012768999017,0.30113156924061346,0.7841658826615949,-0.9018845003106144,22.26500971441341
-4.881427678096626,0.22456761518250692,-0.1682651297210527,-0.6876910875573011,17.039310735168534
-4.860518339030524,0.19678838340493743,-0.6248156322490723,-1.1340924569215058,13.083020454331253
-4.84205009806294,0.17001724609077876,-1.3961981504578598,-2.554650884029721,10.178980348212633
-4.827611779338651,0.10942797466646334,-3.323271461828446,-6.305931009528197,8.683150385467886
-4.823229286029958,-0.044676813526799405,-8.12595282058669,-15.087058646768623,11.973593045855429
-4.841996502133093,-0.3487517054722598,-15.887250593372784,-21.54435110113193,31.077534546703916
-4.886319093981139,-0.4426735036390751,-12.86163113710735,-2.265316158406881,41.441413066635
-4.913570976033056,-0.07579167056240399,-2.8229287585265546,4.416522394969233,30.49535237915182
-4.905322132133733,0.20572883647228143,1.6597779388145528,4.224064382924668,23.31238594633615
-4.87766366605728,0.33365148532292255,3.711868165373057,5.734987056825689,19.04868883667621
-4.8391921755737295,0.4412731053475058,6.359807105690297,9.83291468254031,18.008879166132512
-4.787270318573357,0.6094870490319481,10.584794112357468,15.074732280079811,23.42225714980679
-4.716602969574009,0.7882833224945216,13.08908566568803,12.326117406611594,33.850454067095285
-4.637195321503475,0.7531810014534455,9.178089713323269,3.6037609972605127,33.67200142086952
-4.571611203324218,0.554990713492619,4.596333194967807,1.5366010568948585,27.030183351381307
-4.5236642816289905,0.4237549157169389,3.0128688589462627,2.679607803964742,21.318404635493398
-4.483009494546708,0.40661046964072195,3.61445466613165,5.1094288905945335,17.404417416980106
-4.4390237450006245,0.4905744173516592,6.126285133600018,9.769376046327096,16.461479519108515
-4.380918918399621,0.6921209269479565,10.801526815900782,15.986570687490374,22.550161056213508
-4.298618103758234,0.9389816027139269,13.763830174674581,12.834235350376368,34.94621479397561
-4.202666191452505,0.9166489995963943,9.08190108686982,2.5611918186256575,34.37530447257908
-4.123448341421271,0.6592296824839583,3.8800791847039413,0.4989486584478571,26.913826782387904
-4.068149036271638,0.4700859065547729,2.0623805295224216,1.4865166296913217,20.82439578435275
-4.024893731242726,0.4146803614345497,2.285030661844906,3.2224599266846092,16.369939675032576
-3.981690257126332,0.466894967798367,4.025527085670442,6.724180024298575,13.874839015575901
-3.927289813013732,0.6477469380850083,8.086961217443958,13.62076482872858,16.035391080384553
-3.8460973689696685,1.0000357069502306,13.937600356269634,18.28168017155363,29.29729628374978
-3.729923122599759,1.2574625261437984,12.67229243741196,5.914470485003899,38.53405765729346
-3.6119297579190404,1.0365763955688503,5.170495479796393,-1.0218956822159861,30.797404639123283
-3.5267913014887107,0.6792208672614948,1.2390061115263948,-0.8301038841453416,23.320623883945125
-3.4711764868694583,0.4587015385029991,0.11431056808207067,-0.40709976949256044,17.83224097574507
-3.4310167091974857,0.35835492178302797,-0.21607941734295266,-0.46729647297117133,13.661029655162986
-3.3978032165675387,0.30985566734021036,-0.5347653677277078,-0.98239493985893,10.486593780454136
-3.3690004325057665,0.26260339941954264,-1.2735489150521504,-2.4248793704478717,8.162098422173903
-3.346988599452853,0.16237477657326663,-3.2419658306446233,-6.343682803926095,7.088060202956977
-3.3417717303084404,-0.09874868604144166,-8.345769866749995,-15.849430107071358,11.00607810302666
-3.377294391706123,-0.6569093672581241,-16.63627492326744,-22.250884956476753,32.50044229322563
-3.466220603936596,-0.9776920112854692,-12.470673615222884,-0.5112594388230753,41.84011633405926
-3.541678124069994,-0.4474143735946719,-1.8699623236635015,5.392609739845741,30.189064538423402
-3.5550885525470886,0.1385783807551552,2.6032555129873334,5.226606196963371,23.503206435185767
-3.5222576928132407,0.4884034986506597,4.827315598534979,7.116898084233821,20.028479079650033
-3.460032265578471,0.7577124513532585,7.71248471815724,11.256372304735963,20.42324986763892
-3.368628655623577,1.0822907331717626,11.351791406004674,14.336136985082776,26.983248532366723
-3.24405917325923,1.3820976428927585,11.83382612781695,9.406990455695297,33.82828750328441
-3.1018111152228953,1.409481005829874,7.857347384438996,3.5418840365744164,31.212024898241292
-2.969224472876831,1.2300730308573582,4.706601046929091,2.9093643362739385,25.44624149746807
-2.8544461472948925,1.085134504877945,4.126450721488055,4.635644364715901,20.845343980003932
-2.7468385631812975,1.0991267874648554,5.6047799241185166,8.060909971473691,18.606130408587497
-2.6270888190802975,1.3388205595439508,9.00152473409042,13.143417410702288,21.154072386355484
-2.4703885084375226,1.8288641368763843,12.532732449275038,14.267385637041471,30.314748046466715
-2.260721634337118,2.328934160717862,10.932866562222502,6.478364723951531,34.594389577682826
-2.0157385890925936,2.517151288797903,6.184187624915906,2.2169982668476016,29.344582987401523
-1.763280712292737,2.526749147718577,3.7277587738797853,2.687867725898293,23.391778051506176
-1.5074897231740205,2.6188128814433997,3.776811081740919,4.8081364185704265,19.074388277045628
-1.2307928456577055,2.9733977820035675,5.7785546827637075,8.815198793078341,17.407651765676707
-0.8971909436422648,3.7982696868044714,9.819510409325265,14.552270636826092,21.538236873872776
-0.4481354454753605,5.293760110013356,13.278546632591018,13.965333991244153,32.59524767070978
0.17380814010965046,7.127834824092881,10.180913790787638,4.493891065859307,34.816732275812626
0.9557143650115096,8.30753193036272,5.0224809805211725,1.2538049045104418,28.195196283897904
1.7775371276108671,7.780599792647645,2.869476843320838,2.0977742546704343,22.082122720212762
2.450486298496167,5.489026430784474,3.065742813727706,4.134006223173515,17.67392963342076
2.871215917822215,3.046535722944233,5.060057569599672,8.10310711514945,15.665863054477724
3.0967347366732456,1.663311515126237,9.338755270325274,14.702906025246818,19.324942361946025
3.2374649203094346,1.2647410182524466,13.888541620118245,15.755498278015873,32.20281953418662
3.356487111587633,1.0763692369006133,10.949946483408645,4.37028670291896,36.388362100172856
3.441856710740982,0.6010989374340158,4.742014118537064,0.09764104610550756,28.958098775871928
3.478321414794048,0.16124444502932173,1.9587725621483472,0.6989624732073535,22.245419537631058
3.4816641375743034,-0.05953136685803353,1.594377395155768,1.9368350578199156,17.223451997774234
3.472185413652532,-0.10586788404580103,2.5404696526645174,4.159241491160669,13.722423168723429
3.465176604531007,-0.008435595242951384,5.17835221710189,9.092772053329119,12.705052850300087
3.476953336920419,0.28261094303876005,10.694177624825558,17.497703569007157,19.252141825604276
3.527617567400595,0.7244892223980934,15.367320770978376,15.064592115578886,36.682010409559865
3.6070450169880837,0.7451842400785178,9.32571350843922,0.4813523411583746,36.42001773587969
3.65980601858818,0.2861052965799862,2.4405864478780046,-1.9436752877074532,27.326664236143195
3.667796296328227,-0.09066320924616088,-0.15965378112438533,-1.5438774952322214,20.797296285039952
3.64802651196831,-0.2821942173486533,-1.1732071402312751,-2.093669875477675,16.043023124194928
3.6137647872879985,-0.4006598605251347,-2.4224935548266653,-4.200030164517194,12.772243381087707
3.5665201570236325,-0.560939097616282,-5.22499440223863,-9.3580393545623,12.008435802676813
3.495887171396553,-0.8912441118298531,-11.054544119758214,-18.209132633158003,19.35225620146936
3.3813601885350635,-1.400166802615634,-15.652974194519823,-14.627502936790682,37.785215928515925
3.2295552954590376,-1.5189487929887833,-8.836684577302666,0.4111258712297782,36.249715359630926
3.095613159132828,-1.12122961382539,-1.8852074044164653,2.418135367060523,26.988157824346494
3.0051243635987905,-0.7102813416588557,0.6999846497319788,2.1724778222109826,20.606445698692195
2.948900070985525,-0.432287336699967,1.9455929490707013,3.2652584259331783,16.10360558133982
2.9169365899475714,-0.2047996528605848,3.838026922278713,6.552733892255912,13.552134088482758
2.910878903478623,0.11184146871334154,7.890931026215531,13.442005037031517,15.51776821889963
2.946839893882177,0.6416629994163476,13.919393782012454,18.639008815097938,28.780027375900293
3.0368075030697423,1.0729453615742406,12.945054273431325,6.18465889895108,38.87100925433237
3.1365721475065786,0.8162812288355383,5.2299790099513395,-1.2278580736459292,31.0841386794992
3.191304383569429,0.2869803216867098,1.1057405064898396,-1.094246740400163,23.488446167882095
3.2000088884694855,-0.07734895523262289,-0.13928178858791768,-0.7966098951552014,17.962000761195167
3.181647985901199,-0.26942507384033365,-0.6730481595873075,-1.2257873353867172,13.794843080247178
3.1484979082916467,-0.38960421455576416,-1.483606244022059,-2.6842681912977238,10.745289691805729
3.1029260916431323,-0.534791652114416,-3.4630217323865815,-6.507529536929949,9.195668512167785
3.036403462826299,-0.837319943845114,-8.310059103404031,-15.256523503489742,12.627136930578438
2.9240267017491135,-1.467732385762979,-15.84206923019127,-21.03155699174191,31.565060474336367
2.743479963431239,-2.0441138525766687,-12.58822734151587,-2.2009856287192213,40.98326553207244
2.5432399221152844,-1.8477899222391108,-2.8708559753209033,4.100676333005806,30.26433484012761
2.3843794130339826,-1.3216949369911022,1.4419019640088313,3.9018814892103206,23.085997589661247
2.2772062585501303,-0.8328948459998057,3.402228733480201,5.331814541672841,18.681829030696232
2.217189999238266,-0.35860575921263343,5.957895439898436,9.364275341334027,17.299478787433163
2.209951155271259,0.24727316545628217,10.27101577553446,15.106106954123518,22.25452073847654
2.272231775345359,0.9982917801136052,13.397237063903432,13.303348809962962,33.599903115950596
2.3980330350614727,1.4073231847852146,9.640662123208264,3.708724362708483,34.452977144535026
2.5311930018807915,1.1743150120445334,4.590845945754454,1.1035549610574868,27.54647333439536
2.625822534924695,0.7208454740558787,2.6792229804673924,2.0825926234266485,21.52773988623911
2.680012842299142,0.3975715154874274,2.9989314425349973,4.15811339496431,17.21996249839591
2.7131565844459122,0.3077936801133653,5.088831550290042,8.248490817441802,15.339276563523963
2.75097368754466,0.5000334404292729,9.518417061506897,15.047310035792126,19.353319416951926
2.8223972599232128,0.9502175923572632,14.081139171214167,15.698377022130924,32.77510236777478
2.933414386576011,1.170797900542028,10.755798644043935,3.8675199434059984,36.4167174154584
3.0355653235924853,0.8032613771275116,4.456113809010973,-0.13798917388230605,28.71002409762528
3.0905610601251494,0.3165413653986289,1.7268457041951102,0.491818646602631,21.999774550897442
3.105525525407967,0.01868918422013925,1.3341859722500058,1.590629542169625,16.97514312328837
3.100720564479834,-0.08664783064249926,2.12008089259137,3.4904189508293686,13.370230242279927
3.0936049325226187,-0.026639600637182452,4.390222471791145,7.815831775791659,11.812745534444018
3.102593770023952,0.25153662379953284,9.48780960888082,16.258722049178445,16.458057250571464
3.1530263641218697,0.7799453596824728,15.490451590365929,17.822759446289616,34.21562533660061
3.248444290270337,1.0014788789540732,10.925180816508766,1.6861906347526059,38.338678932136226
3.3289005423472355,0.5425426896667974,2.9824571929173227,-2.4637913363934207,28.784246519612097
3.3561197881626548,0.03350690114230992,-0.3245072918722725,-2.1258775519875783,21.84675081629111
3.342835035169592,-0.2693685328068627,-1.6478768120054925,-2.846204014015819,16.960965604506246
3.305799304745076,-0.4660264521265187,-3.253234494500485,-5.505319142185584,13.869563888912063
3.248158202624191,-0.7072863007417778,-6.67416879640993,-11.50916949271493,14.288747847550118
3.157656519432658,-1.1439107811908036,-12.654373489383673,-18.699542317343724,24.600242074283994
3.015155464506084,-1.6766025107826161,-14.27963188317644,-9.847827352334672,38.768831285447014
2.8398203450568924,-1.7228021373426197,-6.856973517797297,0.6869376313537654,33.22769106898587
2.684584485813039,-1.3567087636307347,-1.6839495497344217,1.264818932613836,25.034390972397237
2.5677804128601958,-0.9974908073444109,-0.008626628171714735,0.8362866234294024,19.11355347224232
2.4811276260171526,-0.7525157202592452,0.5907487792362305,1.1206770851103107,14.667260800230832
2.414966716671021,-0.5758889417826082,1.3114917640964836,2.347529797988505,11.374927955357318
2.3664324834427903,-0.38298822581340397,3.0045043886111107,5.603493195606127,9.44080300835743
2.343457309154732,-0.03331439855875076,7.202211125157034,13.366650439617386,11.415498551078306
2.3724412109742854,0.6863536889388242,14.75178687113317,21.670115167016323,27.29421666234059
