,number,value,datetime_start,datetime_complete,duration,params_iss,params_lr,params_ridge,params_sr,state
0,0,,2023-12-26 15:18:38.519396,,,0.9301645020954006,0.4261965727613183,4.5430397875160875e-05,0.9596985824356851,RUNNING
1,1,,2023-12-26 15:18:38.554707,,,0.08419624365029532,0.0016846301276017197,0.00020489930743721203,0.2881815028219968,RUNNING
2,2,,2023-12-26 15:18:38.567585,,,0.9363483130246383,0.023380358090102114,2.513106173610792e-08,2.836991312550964,RUNNING
3,3,,2023-12-26 15:18:38.691115,,,0.3950547351134053,0.07221592227070099,2.510674213787677e-09,0.2316597845279302,RUNNING
4,4,,2023-12-26 15:18:38.697709,,,0.3915742485415806,0.004439398909868748,0.00045698589454630647,0.010803291274324972,RUNNING
5,5,,2023-12-26 15:18:38.711570,,,0.9381169523252848,0.0033259688988454424,7.124760006125024e-09,0.018087197481822557,RUNNING
6,6,,2023-12-26 15:18:38.721935,,,0.15153919568414664,0.24965067587562081,6.445220002188539e-05,9.127294258527613,RUNNING
7,7,,2023-12-26 15:18:38.714755,,,0.4473652526965455,0.001698622803928819,0.003426725710027829,0.35992137671110314,RUNNING
8,8,,2023-12-26 15:18:38.730730,,,0.5382288513577278,0.008598756003661525,0.00024983993255565983,0.012825787230478343,RUNNING
9,9,,2023-12-26 15:18:38.740862,,,0.9808661544253744,0.011319620775131618,0.00042762697055442216,6.8968582053886545,RUNNING
10,10,,2023-12-26 15:18:38.726950,,,0.8313098579926312,0.0015733623218162367,1.667919340147179e-06,4.955700822393167,RUNNING
11,11,,2023-12-26 15:18:38.760047,,,0.5014045651688541,0.09483222232638419,3.662706725356731e-05,0.02972403193903016,RUNNING
12,12,,2023-12-26 15:18:38.764890,,,0.5509559192950032,0.010197753068408642,8.494810012777448e-08,0.014980388251569244,RUNNING
13,13,,2023-12-26 15:18:38.779058,,,0.8640429983642055,0.03856058950891923,2.3932649675027267e-05,2.65716385562374,RUNNING
14,14,,2023-12-26 15:18:38.769051,,,0.57710482518112,0.29453891605943583,4.800527611789071e-06,1.3389973627071736,RUNNING
15,15,,2023-12-26 15:18:38.789488,,,0.13554313354887026,0.060277220849171614,1.0669626134199895e-08,0.016574563573627805,RUNNING
16,16,,2023-12-26 15:18:38.803889,,,0.4959206380612411,0.40351643723599245,0.0015451949344038225,0.7935555620216493,RUNNING
17,17,,2023-12-26 15:18:38.849017,,,0.7542819273572825,0.017429845062847487,1.013268797599747e-05,0.39502610432996454,RUNNING
18,18,,2023-12-26 15:18:38.888231,,,0.5834229038297502,0.02300152656371718,0.0021780070341287146,0.012517193003506816,RUNNING
19,19,,2023-12-26 15:18:38.785131,,,0.43947640293693635,0.0021437793153648225,0.0003162061700616887,8.682084614111917,RUNNING
20,20,,2023-12-26 15:18:38.923859,,,0.9484804235577321,0.011659055774395792,0.0008704952640629402,0.1895919777725304,RUNNING
21,21,,2023-12-26 15:18:38.960990,,,0.6633323871523883,0.0018584208616731846,3.847004737375412e-09,0.056505177610596743,RUNNING
22,22,,2023-12-26 15:18:38.572323,,,0.8008730732398903,0.032214103263282286,8.380802984423216e-05,0.014368207377111914,RUNNING
23,23,,2023-12-26 15:18:38.579851,,,0.4757908655054153,0.41984689605433095,0.0019028571031650845,0.10465944514789915,RUNNING
24,24,,2023-12-26 15:18:38.583782,,,0.44056707358140934,0.010423284334215426,0.00169737708387595,0.27806176667751337,RUNNING
25,25,,2023-12-26 15:18:39.156505,,,0.2569035996957666,0.013696633857725236,1.426020633110812e-09,0.7379068642819537,RUNNING
26,26,,2023-12-26 15:18:39.173284,,,0.19100520355242,0.010470773986424254,4.0803450422050226e-05,0.0667998519945441,RUNNING
27,27,,2023-12-26 15:18:39.649721,,,0.9376618560746128,0.011066049140390683,3.471481242319243e-09,0.021715704929702564,RUNNING
28,28,,2023-12-26 15:18:39.699034,,,0.39896435409777775,0.00624058778651567,9.223435349746259e-09,1.818294315892941,RUNNING
29,29,,2023-12-26 15:18:39.718300,,,0.763582456568205,0.07799898524413978,3.510906752333741e-06,0.3484070448041979,RUNNING
30,30,0.0007891656910535388,2023-12-26 15:42:47.641739,2023-12-26 17:12:52.202299,0 days 01:30:04.560560,0.546734983936808,0.7281466482698324,0.0009611471064481173,0.017187898242903798,COMPLETE
31,31,94.54894321157262,2023-12-26 15:42:47.648827,2023-12-26 17:19:14.982628,0 days 01:36:27.333801,0.9215146618775122,0.007132710989277163,1.2930785980890773e-08,5.005910684991031,COMPLETE
32,32,0.02727212681382932,2023-12-26 15:42:47.773436,2023-12-26 17:20:01.026685,0 days 01:37:13.253249,0.5170975613749033,0.001879352133824858,1.159871531171043e-07,0.6543247884796285,COMPLETE
33,33,0.005683169516512383,2023-12-26 15:42:47.775925,2023-12-26 17:18:32.102012,0 days 01:35:44.326087,0.5825144750465113,0.0016929050783148743,4.305390729350413e-05,0.21641224291538277,COMPLETE
34,34,0.0005852436982307976,2023-12-26 15:42:47.774381,2023-12-26 17:19:25.747421,0 days 01:36:37.973040,0.8087345176001639,0.2884698141632401,0.00020978515997913434,0.9521585142824376,COMPLETE
35,35,0.014834834787699397,2023-12-26 15:42:47.786159,2023-12-26 17:20:54.705000,0 days 01:38:06.918841,0.6415855204604028,0.003783730134571541,1.4431487213461094e-07,0.6134000241093452,COMPLETE
36,36,906.3593082123988,2023-12-26 15:42:47.670065,2023-12-26 17:20:17.558293,0 days 01:37:29.888228,0.13641738377103396,0.0026220984815569586,2.8929660549211474e-09,5.435526055388188,COMPLETE
